Entity,Code,Year,HepB3 (% of one-year-olds immunized)
Turkmenistan,TKM,2013,98
Turkmenistan,TKM,2014,97
Tuvalu,TUV,1994,17
Tuvalu,TUV,1995,49
Tuvalu,TUV,1996,86
Tuvalu,TUV,1997,88
Tuvalu,TUV,1998,96
Tuvalu,TUV,1999,93
Tuvalu,TUV,2000,81
Tuvalu,TUV,2001,99
Tuvalu,TUV,2002,99
Tuvalu,TUV,2003,95
Tuvalu,TUV,2004,98
Tuvalu,TUV,2005,79
Tuvalu,TUV,2006,97
Tuvalu,TUV,2007,97
Tuvalu,TUV,2008,99
Tuvalu,TUV,2009,91
Tuvalu,TUV,2010,89
Tuvalu,TUV,2011,96
Tuvalu,TUV,2012,97
Tuvalu,TUV,2013,90
Tuvalu,TUV,2014,89
Uganda,UGA,2002,29
Uganda,UGA,2003,44
Uganda,UGA,2004,62
Uganda,UGA,2005,64
Uganda,UGA,2006,64
Uganda,UGA,2007,73
Uganda,UGA,2008,71
Uganda,UGA,2009,79
Uganda,UGA,2010,80
Uganda,UGA,2011,82
Uganda,UGA,2012,83
Uganda,UGA,2013,84
Uganda,UGA,2014,85
Ukraine,UKR,2000,4
Ukraine,UKR,2001,7
Ukraine,UKR,2002,48
Ukraine,UKR,2003,77
Ukraine,UKR,2004,98
Ukraine,UKR,2005,97
Ukraine,UKR,2006,96
Ukraine,UKR,2007,92
Ukraine,UKR,2008,84
Ukraine,UKR,2009,66
Ukraine,UKR,2010,48
Ukraine,UKR,2011,21
Ukraine,UKR,2012,46
Ukraine,UKR,2013,46
Ukraine,UKR,2014,22
United Arab Emirates,ARE,1993,90
United Arab Emirates,ARE,1994,90
United Arab Emirates,ARE,1995,90
United Arab Emirates,ARE,1996,90
United Arab Emirates,ARE,1997,90
United Arab Emirates,ARE,1998,96
United Arab Emirates,ARE,1999,92
United Arab Emirates,ARE,2000,92
United Arab Emirates,ARE,2001,92
United Arab Emirates,ARE,2002,92
United Arab Emirates,ARE,2003,92
United Arab Emirates,ARE,2004,92
United Arab Emirates,ARE,2005,92
United Arab Emirates,ARE,2006,92
United Arab Emirates,ARE,2007,92
United Arab Emirates,ARE,2008,92
United Arab Emirates,ARE,2009,93
United Arab Emirates,ARE,2010,94
United Arab Emirates,ARE,2011,95
United Arab Emirates,ARE,2012,96
United Arab Emirates,ARE,2013,98
United Arab Emirates,ARE,2014,99
United States,USA,1993,16
United States,USA,1994,42
United States,USA,1995,68
United States,USA,1996,82
United States,USA,1997,84
United States,USA,1998,87
United States,USA,1999,88
United States,USA,2000,90
United States,USA,2001,89
United States,USA,2002,88
United States,USA,2003,92
United States,USA,2004,92
United States,USA,2005,93
United States,USA,2006,93
United States,USA,2007,93
United States,USA,2008,94
United States,USA,2009,92
United States,USA,2010,92
United States,USA,2011,91
United States,USA,2012,90
United States,USA,2013,91
United States,USA,2014,92
Uruguay,URY,1999,93
Uruguay,URY,2000,92
Uruguay,URY,2001,94
Uruguay,URY,2002,95
Uruguay,URY,2003,91
Uruguay,URY,2004,94
Uruguay,URY,2005,96
Uruguay,URY,2006,95
Uruguay,URY,2007,94
Uruguay,URY,2008,94
Uruguay,URY,2009,95
Uruguay,URY,2010,95
Uruguay,URY,2011,95
Uruguay,URY,2012,95
Uruguay,URY,2013,94
Uruguay,URY,2014,95
Uzbekistan,UZB,2002,62
Uzbekistan,UZB,2003,99
Uzbekistan,UZB,2004,99
Uzbekistan,UZB,2005,99
Uzbekistan,UZB,2006,98
Uzbekistan,UZB,2007,99
Uzbekistan,UZB,2008,91
Uzbekistan,UZB,2009,98
Uzbekistan,UZB,2010,99
Uzbekistan,UZB,2011,99
Uzbekistan,UZB,2012,99
Uzbekistan,UZB,2013,99
Uzbekistan,UZB,2014,99
Vanuatu,VUT,1991,46
Vanuatu,VUT,1992,82
Vanuatu,VUT,1993,82
Vanuatu,VUT,1994,69
Vanuatu,VUT,1995,66
Vanuatu,VUT,1996,69
Vanuatu,VUT,1997,75
Vanuatu,VUT,1998,73
Vanuatu,VUT,1999,71
Vanuatu,VUT,2000,70
Vanuatu,VUT,2001,68
Vanuatu,VUT,2002,66
Vanuatu,VUT,2003,64
Vanuatu,VUT,2004,63
Vanuatu,VUT,2005,61
Vanuatu,VUT,2006,59
Vanuatu,VUT,2007,62
Vanuatu,VUT,2008,66
Vanuatu,VUT,2009,69
Vanuatu,VUT,2010,73
Vanuatu,VUT,2011,76
Vanuatu,VUT,2012,79
Vanuatu,VUT,2013,83
Vanuatu,VUT,2014,86
Venezuela,VEN,2000,5
Venezuela,VEN,2001,53
Venezuela,VEN,2002,60
Venezuela,VEN,2003,72
Venezuela,VEN,2004,82
Venezuela,VEN,2005,88
Venezuela,VEN,2006,71
Venezuela,VEN,2007,62
Venezuela,VEN,2008,53
Venezuela,VEN,2009,84
Venezuela,VEN,2010,78
Venezuela,VEN,2011,78
Venezuela,VEN,2012,81
Venezuela,VEN,2013,82
Venezuela,VEN,2014,78
Vietnam,VNM,2003,78
Vietnam,VNM,2004,94
Vietnam,VNM,2005,94
Vietnam,VNM,2006,93
Vietnam,VNM,2007,67
Vietnam,VNM,2008,87
Vietnam,VNM,2009,94
Vietnam,VNM,2010,88
Vietnam,VNM,2011,95
Vietnam,VNM,2012,97
Vietnam,VNM,2013,59
Vietnam,VNM,2014,95
Western Pacific Region (WHO),,1985,0
Western Pacific Region (WHO),,1986,0
Western Pacific Region (WHO),,1987,0
Western Pacific Region (WHO),,1988,0
Western Pacific Region (WHO),,1989,1
Western Pacific Region (WHO),,1990,1
Western Pacific Region (WHO),,1991,2
Western Pacific Region (WHO),,1992,2
Western Pacific Region (WHO),,1993,2
Western Pacific Region (WHO),,1994,3
Western Pacific Region (WHO),,1995,9
Western Pacific Region (WHO),,1996,9
Western Pacific Region (WHO),,1997,8
Western Pacific Region (WHO),,1998,8
Western Pacific Region (WHO),,1999,9
Western Pacific Region (WHO),,2000,49
Western Pacific Region (WHO),,2001,56
Western Pacific Region (WHO),,2002,59
Western Pacific Region (WHO),,2003,69
Western Pacific Region (WHO),,2004,72
Western Pacific Region (WHO),,2005,76
Western Pacific Region (WHO),,2006,85
Western Pacific Region (WHO),,2007,85
Western Pacific Region (WHO),,2008,89
Western Pacific Region (WHO),,2009,92
Western Pacific Region (WHO),,2010,92
Western Pacific Region (WHO),,2011,93
Western Pacific Region (WHO),,2012,93
Western Pacific Region (WHO),,2013,90
Western Pacific Region (WHO),,2014,92
World,OWID_WRL,1985,0
World,OWID_WRL,1986,0
World,OWID_WRL,1987,0
World,OWID_WRL,1988,0
World,OWID_WRL,1989,0
World,OWID_WRL,1990,1
World,OWID_WRL,1991,1
World,OWID_WRL,1992,3
World,OWID_WRL,1993,4
World,OWID_WRL,1994,7
World,OWID_WRL,1995,11
World,OWID_WRL,1996,13
World,OWID_WRL,1997,14
World,OWID_WRL,1998,15
World,OWID_WRL,1999,18
World,OWID_WRL,2000,29
World,OWID_WRL,2001,31
World,OWID_WRL,2002,37
World,OWID_WRL,2003,44
World,OWID_WRL,2004,48
World,OWID_WRL,2005,54
World,OWID_WRL,2006,58
World,OWID_WRL,2007,63
World,OWID_WRL,2008,69
World,OWID_WRL,2009,73
World,OWID_WRL,2010,73
World,OWID_WRL,2011,74
World,OWID_WRL,2012,80
World,OWID_WRL,2013,79
World,OWID_WRL,2014,82
Yemen,YEM,1999,9
Yemen,YEM,2000,14
Yemen,YEM,2001,19
Yemen,YEM,2002,31
Yemen,YEM,2003,38
Yemen,YEM,2004,43
Yemen,YEM,2005,80
Yemen,YEM,2006,78
Yemen,YEM,2007,79
Yemen,YEM,2008,78
Yemen,YEM,2009,76
Yemen,YEM,2010,76
Yemen,YEM,2011,69
Yemen,YEM,2012,67
Yemen,YEM,2013,73
Yemen,YEM,2014,73
Zambia,ZMB,2005,82
Zambia,ZMB,2006,81
Zambia,ZMB,2007,80
Zambia,ZMB,2008,87
Zambia,ZMB,2009,94
Zambia,ZMB,2010,83
Zambia,ZMB,2011,81
Zambia,ZMB,2012,78
Zambia,ZMB,2013,79
Zambia,ZMB,2014,86
Zimbabwe,ZWE,1995,1
Zimbabwe,ZWE,1996,9
Zimbabwe,ZWE,1997,16
Zimbabwe,ZWE,1998,24
Zimbabwe,ZWE,1999,31
Zimbabwe,ZWE,2000,79
Zimbabwe,ZWE,2001,76
Zimbabwe,ZWE,2002,73
Zimbabwe,ZWE,2003,70
Zimbabwe,ZWE,2004,68
Zimbabwe,ZWE,2005,65
Zimbabwe,ZWE,2006,68
Zimbabwe,ZWE,2007,72
Zimbabwe,ZWE,2008,75
Zimbabwe,ZWE,2009,73
Zimbabwe,ZWE,2010,90
Zimbabwe,ZWE,2011,94
Zimbabwe,ZWE,2012,97
Zimbabwe,ZWE,2013,95
Zimbabwe,ZWE,2014,91
