Entity,Code,Year,Under fifteen mortality - Number of deaths 
Italy,ITA,1997,4430
Italy,ITA,1998,4163
Italy,ITA,1999,3934
Italy,ITA,2000,3750
Italy,ITA,2001,3562
Italy,ITA,2002,3385
Italy,ITA,2003,3243
Italy,ITA,2004,3156
Italy,ITA,2005,3075
Italy,ITA,2006,2989
Italy,ITA,2007,2929
Italy,ITA,2008,2898
Italy,ITA,2009,2853
Italy,ITA,2010,2770
Italy,ITA,2011,2666
Italy,ITA,2012,2552
Italy,ITA,2013,2429
Italy,ITA,2014,2311
Jamaica,JAM,1990,1997
Jamaica,JAM,1991,1926
Jamaica,JAM,1992,1903
Jamaica,JAM,1993,1871
Jamaica,JAM,1994,1823
Jamaica,JAM,1995,1763
Jamaica,JAM,1996,1669
Jamaica,JAM,1997,1583
Jamaica,JAM,1998,1526
Jamaica,JAM,1999,1444
Jamaica,JAM,2000,1330
Jamaica,JAM,2001,1245
Jamaica,JAM,2002,1204
Jamaica,JAM,2003,1172
Jamaica,JAM,2004,1148
Jamaica,JAM,2005,1119
Jamaica,JAM,2006,1095
Jamaica,JAM,2007,1049
Jamaica,JAM,2008,996
Jamaica,JAM,2009,965
Jamaica,JAM,2010,915
Jamaica,JAM,2011,866
Jamaica,JAM,2012,834
Jamaica,JAM,2013,795
Jamaica,JAM,2014,751
Japan,JPN,1990,10604
Japan,JPN,1991,10246
Japan,JPN,1992,9957
Japan,JPN,1993,9599
Japan,JPN,1994,9325
Japan,JPN,1995,9345
Japan,JPN,1996,8538
Japan,JPN,1997,8141
Japan,JPN,1998,7715
Japan,JPN,1999,7288
Japan,JPN,2000,6937
Japan,JPN,2001,6605
Japan,JPN,2002,6255
Japan,JPN,2003,5944
Japan,JPN,2004,5670
Japan,JPN,2005,5422
Japan,JPN,2006,5230
Japan,JPN,2007,5084
Japan,JPN,2008,4923
Japan,JPN,2009,4745
Japan,JPN,2010,4565
Japan,JPN,2011,5719
Japan,JPN,2012,4222
Japan,JPN,2013,4074
Japan,JPN,2014,3914
Jordan,JOR,1990,4946
Jordan,JOR,1991,4942
Jordan,JOR,1992,4981
Jordan,JOR,1993,5034
Jordan,JOR,1994,5089
Jordan,JOR,1995,5120
Jordan,JOR,1996,5098
Jordan,JOR,1997,5009
Jordan,JOR,1998,4863
Jordan,JOR,1999,4715
Jordan,JOR,2000,4574
Jordan,JOR,2001,4451
Jordan,JOR,2002,4370
Jordan,JOR,2003,4324
Jordan,JOR,2004,4272
Jordan,JOR,2005,4220
Jordan,JOR,2006,4194
Jordan,JOR,2007,4385
Jordan,JOR,2008,4535
Jordan,JOR,2009,4519
Jordan,JOR,2010,4450
Jordan,JOR,2011,4359
Jordan,JOR,2012,4248
Jordan,JOR,2013,4088
Jordan,JOR,2014,4144
Kazakhstan,KAZ,1990,22832
Kazakhstan,KAZ,1991,22118
Kazakhstan,KAZ,1992,21505
Kazakhstan,KAZ,1993,20864
Kazakhstan,KAZ,1994,20046
Kazakhstan,KAZ,1995,18936
Kazakhstan,KAZ,1996,17357
Kazakhstan,KAZ,1997,15635
Kazakhstan,KAZ,1998,14231
Kazakhstan,KAZ,1999,12987
Kazakhstan,KAZ,2000,11952
Kazakhstan,KAZ,2001,11082
Kazakhstan,KAZ,2002,10425
Kazakhstan,KAZ,2003,10129
Kazakhstan,KAZ,2004,10023
Kazakhstan,KAZ,2005,9901
Kazakhstan,KAZ,2006,9793
Kazakhstan,KAZ,2007,9673
Kazakhstan,KAZ,2008,9452
Kazakhstan,KAZ,2009,8996
Kazakhstan,KAZ,2010,8329
Kazakhstan,KAZ,2011,7646
Kazakhstan,KAZ,2012,7026
Kazakhstan,KAZ,2013,6450
Kazakhstan,KAZ,2014,5983
Kenya,KEN,1990,111978
Kenya,KEN,1991,116805
Kenya,KEN,1992,121390
Kenya,KEN,1993,125327
Kenya,KEN,1994,128357
Kenya,KEN,1995,130745
Kenya,KEN,1996,132287
Kenya,KEN,1997,132983
Kenya,KEN,1998,133093
Kenya,KEN,1999,132264
Kenya,KEN,2000,130454
Kenya,KEN,2001,128222
Kenya,KEN,2002,125356
Kenya,KEN,2003,121687
Kenya,KEN,2004,117893
Kenya,KEN,2005,113729
Kenya,KEN,2006,110068
Kenya,KEN,2007,106695
Kenya,KEN,2008,101768
Kenya,KEN,2009,97350
Kenya,KEN,2010,94243
Kenya,KEN,2011,91346
Kenya,KEN,2012,88873
Kenya,KEN,2013,85529
Kenya,KEN,2014,82422
Kiribati,KIR,1990,275
Kiribati,KIR,1991,269
Kiribati,KIR,1992,262
Kiribati,KIR,1993,253
Kiribati,KIR,1994,246
Kiribati,KIR,1995,240
Kiribati,KIR,1996,235
Kiribati,KIR,1997,231
Kiribati,KIR,1998,226
Kiribati,KIR,1999,220
Kiribati,KIR,2000,213
Kiribati,KIR,2001,208
Kiribati,KIR,2002,204
Kiribati,KIR,2003,200
Kiribati,KIR,2004,202
Kiribati,KIR,2005,207
Kiribati,KIR,2006,212
Kiribati,KIR,2007,221
Kiribati,KIR,2008,228
Kiribati,KIR,2009,233
Kiribati,KIR,2010,236
Kiribati,KIR,2011,237
Kiribati,KIR,2012,237
Kiribati,KIR,2013,233
Kiribati,KIR,2014,227
Kosovo,OWID_KOS,1990,5881
Kosovo,OWID_KOS,1991,5494
Kosovo,OWID_KOS,1992,4797
Kosovo,OWID_KOS,1993,4178
Kosovo,OWID_KOS,1994,3826
Kosovo,OWID_KOS,1995,3566
Kosovo,OWID_KOS,1996,3369
Kosovo,OWID_KOS,1997,3163
Kosovo,OWID_KOS,1998,2971
Kosovo,OWID_KOS,1999,2523
Kosovo,OWID_KOS,2000,1965
Kosovo,OWID_KOS,2001,1672
Kosovo,OWID_KOS,2002,1508
Kosovo,OWID_KOS,2003,1313
Kosovo,OWID_KOS,2004,1209
Kosovo,OWID_KOS,2005,1192
Kosovo,OWID_KOS,2006,1109
Kosovo,OWID_KOS,2007,1002
Kosovo,OWID_KOS,2008,948
Kosovo,OWID_KOS,2009,900
Kosovo,OWID_KOS,2010,834
Kosovo,OWID_KOS,2011,717
Kosovo,OWID_KOS,2012,621
Kosovo,OWID_KOS,2013,592
Kosovo,OWID_KOS,2014,534
Kuwait,KWT,1990,1210
Kuwait,KWT,1991,700
Kuwait,KWT,1992,597
Kuwait,KWT,1993,632
Kuwait,KWT,1994,626
Kuwait,KWT,1995,644
Kuwait,KWT,1996,663
Kuwait,KWT,1997,663
Kuwait,KWT,1998,648
Kuwait,KWT,1999,635
Kuwait,KWT,2000,625
Kuwait,KWT,2001,625
Kuwait,KWT,2002,630
Kuwait,KWT,2003,638
Kuwait,KWT,2004,646
Kuwait,KWT,2005,651
Kuwait,KWT,2006,663
Kuwait,KWT,2007,685
Kuwait,KWT,2008,704
Kuwait,KWT,2009,719
Kuwait,KWT,2010,730
Kuwait,KWT,2011,732
Kuwait,KWT,2012,734
Kuwait,KWT,2013,734
Kuwait,KWT,2014,735
Kyrgyzstan,KGZ,1990,9449
Kyrgyzstan,KGZ,1991,9352
Kyrgyzstan,KGZ,1992,9311
Kyrgyzstan,KGZ,1993,9105
Kyrgyzstan,KGZ,1994,8770
Kyrgyzstan,KGZ,1995,8515
Kyrgyzstan,KGZ,1996,8086
Kyrgyzstan,KGZ,1997,7437
Kyrgyzstan,KGZ,1998,6885
Kyrgyzstan,KGZ,1999,6433
Kyrgyzstan,KGZ,2000,5972
Kyrgyzstan,KGZ,2001,5589
Kyrgyzstan,KGZ,2002,5336
Kyrgyzstan,KGZ,2003,5149
Kyrgyzstan,KGZ,2004,5038
Kyrgyzstan,KGZ,2005,4956
Kyrgyzstan,KGZ,2006,4904
Kyrgyzstan,KGZ,2007,4876
Kyrgyzstan,KGZ,2008,4812
Kyrgyzstan,KGZ,2009,4740
Kyrgyzstan,KGZ,2010,4673
Kyrgyzstan,KGZ,2011,4590
Kyrgyzstan,KGZ,2012,4479
Kyrgyzstan,KGZ,2013,4346
Kyrgyzstan,KGZ,2014,4217
Landlocked developing countries (SDG),,1990,2031744
Landlocked developing countries (SDG),,1991,2040534
Landlocked developing countries (SDG),,1992,2051285
Landlocked developing countries (SDG),,1993,2079040
Landlocked developing countries (SDG),,1994,2173557
Landlocked developing countries (SDG),,1995,2046305
Landlocked developing countries (SDG),,1996,2027711
Landlocked developing countries (SDG),,1997,2008160
Landlocked developing countries (SDG),,1998,1978627
Landlocked developing countries (SDG),,1999,1938747
Landlocked developing countries (SDG),,2000,1895633
Landlocked developing countries (SDG),,2001,1842815
Landlocked developing countries (SDG),,2002,1783862
Landlocked developing countries (SDG),,2003,1727170
Landlocked developing countries (SDG),,2004,1672864
Landlocked developing countries (SDG),,2005,1618796
Landlocked developing countries (SDG),,2006,1567855
Landlocked developing countries (SDG),,2007,1521761
Landlocked developing countries (SDG),,2008,1473224
Landlocked developing countries (SDG),,2009,1425688
Landlocked developing countries (SDG),,2010,1382263
Landlocked developing countries (SDG),,2011,1341867
Landlocked developing countries (SDG),,2012,1302045
Landlocked developing countries (SDG),,2013,1265889
Landlocked developing countries (SDG),,2014,1234991
Laos,LAO,1990,32073
Laos,LAO,1991,31602
Laos,LAO,1992,31033
Laos,LAO,1993,30336
Laos,LAO,1994,29479
Laos,LAO,1995,28463
Laos,LAO,1996,27413
Laos,LAO,1997,26365
Laos,LAO,1998,25261
Laos,LAO,1999,24256
Laos,LAO,2000,23136
Laos,LAO,2001,21881
Laos,LAO,2002,20695
Laos,LAO,2003,19609
Laos,LAO,2004,18642
Laos,LAO,2005,17699
Laos,LAO,2006,16843
Laos,LAO,2007,16080
Laos,LAO,2008,15288
Laos,LAO,2009,14493
Laos,LAO,2010,13695
Laos,LAO,2011,12924
Laos,LAO,2012,12192
Laos,LAO,2013,11484
Laos,LAO,2014,10822
Latin America and Caribbean (UNICEF),,1990,708612
Latin America and Caribbean (UNICEF),,1991,678146
Latin America and Caribbean (UNICEF),,1992,647079
Latin America and Caribbean (UNICEF),,1993,616990
Latin America and Caribbean (UNICEF),,1994,587668
Latin America and Caribbean (UNICEF),,1995,558672
Latin America and Caribbean (UNICEF),,1996,530117
Latin America and Caribbean (UNICEF),,1997,502243
Latin America and Caribbean (UNICEF),,1998,487959
Latin America and Caribbean (UNICEF),,1999,451487
Latin America and Caribbean (UNICEF),,2000,427969
Latin America and Caribbean (UNICEF),,2001,405576
Latin America and Caribbean (UNICEF),,2002,383619
Latin America and Caribbean (UNICEF),,2003,363099
Latin America and Caribbean (UNICEF),,2004,345837
Latin America and Caribbean (UNICEF),,2005,329868
Latin America and Caribbean (UNICEF),,2006,314511
Latin America and Caribbean (UNICEF),,2007,300507
Latin America and Caribbean (UNICEF),,2008,287911
Latin America and Caribbean (UNICEF),,2009,276965
Latin America and Caribbean (UNICEF),,2010,298138
Latin America and Caribbean (UNICEF),,2011,257900
Latin America and Caribbean (UNICEF),,2012,249235
Latin America and Caribbean (UNICEF),,2013,240821
Latin America and Caribbean (UNICEF),,2014,233505
Latin America and the Caribbean (SDG),,1990,708612
Latin America and the Caribbean (SDG),,1991,678146
Latin America and the Caribbean (SDG),,1992,647079
Latin America and the Caribbean (SDG),,1993,616990
Latin America and the Caribbean (SDG),,1994,587668
Latin America and the Caribbean (SDG),,1995,558672
Latin America and the Caribbean (SDG),,1996,530117
Latin America and the Caribbean (SDG),,1997,502243
Latin America and the Caribbean (SDG),,1998,487959
Latin America and the Caribbean (SDG),,1999,451487
Latin America and the Caribbean (SDG),,2000,427969
Latin America and the Caribbean (SDG),,2001,405576
Latin America and the Caribbean (SDG),,2002,383619
Latin America and the Caribbean (SDG),,2003,363099
Latin America and the Caribbean (SDG),,2004,345837
Latin America and the Caribbean (SDG),,2005,329868
Latin America and the Caribbean (SDG),,2006,314511
Latin America and the Caribbean (SDG),,2007,300507
Latin America and the Caribbean (SDG),,2008,287911
Latin America and the Caribbean (SDG),,2009,276965
Latin America and the Caribbean (SDG),,2010,298138
Latin America and the Caribbean (SDG),,2011,257900
Latin America and the Caribbean (SDG),,2012,249235
Latin America and the Caribbean (SDG),,2013,240821
Latin America and the Caribbean (SDG),,2014,233505
Latvia,LVA,1990,878
Latvia,LVA,1991,898
Latvia,LVA,1992,890
Latvia,LVA,1993,838
Latvia,LVA,1994,762
Latvia,LVA,1995,688
Latvia,LVA,1996,610
Latvia,LVA,1997,540
Latvia,LVA,1998,478
Latvia,LVA,1999,434
Latvia,LVA,2000,405
Latvia,LVA,2001,377
Latvia,LVA,2002,348
Latvia,LVA,2003,328
Latvia,LVA,2004,308
Latvia,LVA,2005,290
Latvia,LVA,2006,278
Latvia,LVA,2007,269
Latvia,LVA,2008,257
Latvia,LVA,2009,236
Latvia,LVA,2010,210
Latvia,LVA,2011,187
Latvia,LVA,2012,173
Latvia,LVA,2013,162
Latvia,LVA,2014,153
Least developed countries (SDG),,1990,4241438
Least developed countries (SDG),,1991,4261229
Least developed countries (SDG),,1992,4193526
Least developed countries (SDG),,1993,4189238
Least developed countries (SDG),,1994,4266832
Least developed countries (SDG),,1995,4130008
Least developed countries (SDG),,1996,4093510
Least developed countries (SDG),,1997,4044206
Least developed countries (SDG),,1998,3977078
Least developed countries (SDG),,1999,3896144
Least developed countries (SDG),,2000,3811115
Least developed countries (SDG),,2001,3714865
Least developed countries (SDG),,2002,3614309
Least developed countries (SDG),,2003,3517406
Least developed countries (SDG),,2004,3421172
Least developed countries (SDG),,2005,3323739
Least developed countries (SDG),,2006,3234194
Least developed countries (SDG),,2007,3146659
Least developed countries (SDG),,2008,3121370
Least developed countries (SDG),,2009,2972023
Least developed countries (SDG),,2010,2929455
Least developed countries (SDG),,2011,2826805
Least developed countries (SDG),,2012,2758457
Least developed countries (SDG),,2013,2697712
Least developed countries (SDG),,2014,2647832
Lebanon,LBN,1990,3753
Lebanon,LBN,1991,3563
Lebanon,LBN,1992,3376
Lebanon,LBN,1993,3194
Lebanon,LBN,1994,3012
Lebanon,LBN,1995,2843
Lebanon,LBN,1996,2701
Lebanon,LBN,1997,2570
Lebanon,LBN,1998,2433
Lebanon,LBN,1999,2307
Lebanon,LBN,2000,2181
Lebanon,LBN,2001,2060
Lebanon,LBN,2002,1933
Lebanon,LBN,2003,1800
Lebanon,LBN,2004,1666
Lebanon,LBN,2005,1546
Lebanon,LBN,2006,1441
Lebanon,LBN,2007,1351
Lebanon,LBN,2008,1280
Lebanon,LBN,2009,1227
Lebanon,LBN,2010,1191
Lebanon,LBN,2011,1163
Lebanon,LBN,2012,1136
Lebanon,LBN,2013,1124
Lebanon,LBN,2014,1195
Lesotho,LSO,1990,6000
Lesotho,LSO,1991,5953
Lesotho,LSO,1992,5964
Lesotho,LSO,1993,6019
Lesotho,LSO,1994,6139
Lesotho,LSO,1995,6327
Lesotho,LSO,1996,6553
Lesotho,LSO,1997,6752
Lesotho,LSO,1998,6883
Lesotho,LSO,1999,6955
Lesotho,LSO,2000,7023
Lesotho,LSO,2001,7105
Lesotho,LSO,2002,7209
Lesotho,LSO,2003,7301
Lesotho,LSO,2004,7325
Lesotho,LSO,2005,7316
Lesotho,LSO,2006,7285
Lesotho,LSO,2007,7136
Lesotho,LSO,2008,7011
Lesotho,LSO,2009,6396
Lesotho,LSO,2010,5856
Lesotho,LSO,2011,5682
Lesotho,LSO,2012,5596
Lesotho,LSO,2013,5531
Lesotho,LSO,2014,5473
Liberia,LBR,1990,31016
Liberia,LBR,1991,28413
Liberia,LBR,1992,26337
Liberia,LBR,1993,26430
Liberia,LBR,1994,26056
Liberia,LBR,1995,24782
Liberia,LBR,1996,24009
Liberia,LBR,1997,23464
Liberia,LBR,1998,23801
Liberia,LBR,1999,24247
Liberia,LBR,2000,23953
Liberia,LBR,2001,23205
Liberia,LBR,2002,22238
Liberia,LBR,2003,21388
Liberia,LBR,2004,19728
Liberia,LBR,2005,18643
Liberia,LBR,2006,18158
Liberia,LBR,2007,17899
Liberia,LBR,2008,17616
Liberia,LBR,2009,17296
Liberia,LBR,2010,17005
Liberia,LBR,2011,16771
Liberia,LBR,2012,16802
Liberia,LBR,2013,16742
Liberia,LBR,2014,17123
Libya,LBY,1990,6113
Libya,LBY,1991,5758
Libya,LBY,1992,5422
Libya,LBY,1993,5100
Libya,LBY,1994,4805
Libya,LBY,1995,4551
Libya,LBY,1996,4327
Libya,LBY,1997,4129
Libya,LBY,1998,3947
Libya,LBY,1999,3783
Libya,LBY,2000,3638
Libya,LBY,2001,3640
Libya,LBY,2002,3688
Libya,LBY,2003,3663
Libya,LBY,2004,3627
Libya,LBY,2005,3570
Libya,LBY,2006,3476
Libya,LBY,2007,3321
Libya,LBY,2008,3152
Libya,LBY,2009,3005
Libya,LBY,2010,2916
Libya,LBY,2011,3654
Libya,LBY,2012,2581
Libya,LBY,2013,2320
Libya,LBY,2014,2259
Lithuania,LTU,1990,1123
Lithuania,LTU,1991,1221
Lithuania,LTU,1992,1270
Lithuania,LTU,1993,1194
Lithuania,LTU,1994,1039
Lithuania,LTU,1995,900
Lithuania,LTU,1996,788
Lithuania,LTU,1997,701
Lithuania,LTU,1998,645
Lithuania,LTU,1999,603
Lithuania,LTU,2000,558
Lithuania,LTU,2001,504
Lithuania,LTU,2002,458
Lithuania,LTU,2003,429
Lithuania,LTU,2004,407
Lithuania,LTU,2005,385
Lithuania,LTU,2006,361
Lithuania,LTU,2007,335
Lithuania,LTU,2008,311
Lithuania,LTU,2009,288
Lithuania,LTU,2010,260
Lithuania,LTU,2011,237
Lithuania,LTU,2012,223
Lithuania,LTU,2013,214
Lithuania,LTU,2014,207
Low-income countries,,1990,2787802
Low-income countries,,1991,2802216
Low-income countries,,1992,2816966
Low-income countries,,1993,2851207
Low-income countries,,1994,2958330
Low-income countries,,1995,2852413
Low-income countries,,1996,2851647
Low-income countries,,1997,2838188
Low-income countries,,1998,2808806
Low-income countries,,1999,2768885
Low-income countries,,2000,2723610
Low-income countries,,2001,2666485
Low-income countries,,2002,2603579
Low-income countries,,2003,2543509
Low-income countries,,2004,2483401
Low-income countries,,2005,2425061
Low-income countries,,2006,2373548
Low-income countries,,2007,2325036
Low-income countries,,2008,2276763
Low-income countries,,2009,2228880
Low-income countries,,2010,2190843
Low-income countries,,2011,2153569
Low-income countries,,2012,2129797
Low-income countries,,2013,2099694
Low-income countries,,2014,2068930
Lower-middle-income countries,,1990,8783806
Lower-middle-income countries,,1991,8670227
Lower-middle-income countries,,1992,8484502
Lower-middle-income countries,,1993,8323059
Lower-middle-income countries,,1994,8164280
Lower-middle-income countries,,1995,8000868
Lower-middle-income countries,,1996,7817857
Lower-middle-income countries,,1997,7620426
Lower-middle-income countries,,1998,7427661
Lower-middle-income countries,,1999,7205075
Lower-middle-income countries,,2000,7006015
Lower-middle-income countries,,2001,6820109
Lower-middle-income countries,,2002,6625078
Lower-middle-income countries,,2003,6419209
Lower-middle-income countries,,2004,6272984
Lower-middle-income countries,,2005,6012391
Lower-middle-income countries,,2006,5787908
Lower-middle-income countries,,2007,5596791
Lower-middle-income countries,,2008,5480625
Lower-middle-income countries,,2009,5249244
Lower-middle-income countries,,2010,5105599
Lower-middle-income countries,,2011,4909966
Lower-middle-income countries,,2012,4748894
Lower-middle-income countries,,2013,4593090
Lower-middle-income countries,,2014,4425820
Luxembourg,LUX,1990,49
Luxembourg,LUX,1991,47
Luxembourg,LUX,1992,46
Luxembourg,LUX,1993,43
Luxembourg,LUX,1994,42
Luxembourg,LUX,1995,40
Luxembourg,LUX,1996,37
Luxembourg,LUX,1997,35
Luxembourg,LUX,1998,33
Luxembourg,LUX,1999,31
Luxembourg,LUX,2000,30
Luxembourg,LUX,2001,27
Luxembourg,LUX,2002,25
Luxembourg,LUX,2003,24
Luxembourg,LUX,2004,23
Luxembourg,LUX,2005,22
Luxembourg,LUX,2006,21
Luxembourg,LUX,2007,21
Luxembourg,LUX,2008,20
Luxembourg,LUX,2009,19
Luxembourg,LUX,2010,19
Luxembourg,LUX,2011,19
Luxembourg,LUX,2012,18
Luxembourg,LUX,2013,18
Luxembourg,LUX,2014,18
Madagascar,MDG,1990,89728
Madagascar,MDG,1991,89262
Madagascar,MDG,1992,88734
Madagascar,MDG,1993,88346
Madagascar,MDG,1994,87925
Madagascar,MDG,1995,87320
Madagascar,MDG,1996,86403
Madagascar,MDG,1997,85030
Madagascar,MDG,1998,83152
Madagascar,MDG,1999,81033
Madagascar,MDG,2000,78766
Madagascar,MDG,2001,76593
Madagascar,MDG,2002,74596
Madagascar,MDG,2003,72760
Madagascar,MDG,2004,71162
Madagascar,MDG,2005,69772
Madagascar,MDG,2006,68588
Madagascar,MDG,2007,67521
Madagascar,MDG,2008,66594
Madagascar,MDG,2009,65876
Madagascar,MDG,2010,65279
Madagascar,MDG,2011,64561
Madagascar,MDG,2012,64041
Madagascar,MDG,2013,63950
Madagascar,MDG,2014,64203
Malawi,MWI,1990,114102
Malawi,MWI,1991,114260
Malawi,MWI,1992,113528
Malawi,MWI,1993,112538
Malawi,MWI,1994,110708
Malawi,MWI,1995,107320
Malawi,MWI,1996,104676
Malawi,MWI,1997,102991
Malawi,MWI,1998,100986
Malawi,MWI,1999,97917
Malawi,MWI,2000,93326
Malawi,MWI,2001,87612
Malawi,MWI,2002,81559
Malawi,MWI,2003,75841
Malawi,MWI,2004,70959
Malawi,MWI,2005,67515
Malawi,MWI,2006,65306
Malawi,MWI,2007,63709
Malawi,MWI,2008,61217
Malawi,MWI,2009,58854
Malawi,MWI,2010,56367
Malawi,MWI,2011,53096
Malawi,MWI,2012,49551
Malawi,MWI,2013,46086
Malawi,MWI,2014,43389
Malaysia,MYS,1990,9923
Malaysia,MYS,1991,9707
Malaysia,MYS,1992,9510
Malaysia,MYS,1993,9305
Malaysia,MYS,1994,9110
Malaysia,MYS,1995,8936
Malaysia,MYS,1996,8764
Malaysia,MYS,1997,8510
Malaysia,MYS,1998,8097
Malaysia,MYS,1999,7599
Malaysia,MYS,2000,7075
Malaysia,MYS,2001,6559
Malaysia,MYS,2002,6090
Malaysia,MYS,2003,5785
Malaysia,MYS,2004,5585
Malaysia,MYS,2005,5427
Malaysia,MYS,2006,5331
Malaysia,MYS,2007,5292
Malaysia,MYS,2008,5334
Malaysia,MYS,2009,5405
Malaysia,MYS,2010,5411
Malaysia,MYS,2011,5433
Malaysia,MYS,2012,5491
Malaysia,MYS,2013,5554
Malaysia,MYS,2014,5641
Maldives,MDV,1990,851
Maldives,MDV,1991,798
Maldives,MDV,1992,741
Maldives,MDV,1993,682
Maldives,MDV,1994,622
Maldives,MDV,1995,561
Maldives,MDV,1996,500
Maldives,MDV,1997,438
Maldives,MDV,1998,380
Maldives,MDV,1999,327
Maldives,MDV,2000,279
Maldives,MDV,2001,239
Maldives,MDV,2002,209
Maldives,MDV,2003,185
Maldives,MDV,2004,204
Maldives,MDV,2005,151
Maldives,MDV,2006,140
Maldives,MDV,2007,135
Maldives,MDV,2008,132
Maldives,MDV,2009,128
Maldives,MDV,2010,122
Maldives,MDV,2011,115
Maldives,MDV,2012,109
Maldives,MDV,2013,100
Maldives,MDV,2014,93
Mali,MLI,1990,104614
Mali,MLI,1991,104186
Mali,MLI,1992,104112
Mali,MLI,1993,103908
Mali,MLI,1994,103936
Mali,MLI,1995,103809
Mali,MLI,1996,103474
Mali,MLI,1997,103336
Mali,MLI,1998,103275
Mali,MLI,1999,103405
Mali,MLI,2000,103585
Mali,MLI,2001,103550
Mali,MLI,2002,103550
Mali,MLI,2003,103621
Mali,MLI,2004,103811
Mali,MLI,2005,104132
Mali,MLI,2006,104234
Mali,MLI,2007,104116
Mali,MLI,2008,104044
Mali,MLI,2009,104028
Mali,MLI,2010,104044
Mali,MLI,2011,103959
Mali,MLI,2012,103853
Mali,MLI,2013,103462
Mali,MLI,2014,102922
Malta,MLT,1990,70
Malta,MLT,1991,66
Malta,MLT,1992,63
Malta,MLT,1993,60
Malta,MLT,1994,55
Malta,MLT,1995,51
Malta,MLT,1996,51
Malta,MLT,1997,50
Malta,MLT,1998,47
Malta,MLT,1999,44
Malta,MLT,2000,42
Malta,MLT,2001,39
Malta,MLT,2002,35
Malta,MLT,2003,35
Malta,MLT,2004,34
Malta,MLT,2005,33
Malta,MLT,2006,33
Malta,MLT,2007,31
Malta,MLT,2008,32
Malta,MLT,2009,32
Malta,MLT,2010,32
Malta,MLT,2011,33
Malta,MLT,2012,33
Malta,MLT,2013,33
Malta,MLT,2014,33
Marshall Islands,MHL,1990,106
Marshall Islands,MHL,1991,102
Marshall Islands,MHL,1992,98
Marshall Islands,MHL,1993,96
Marshall Islands,MHL,1994,94
Marshall Islands,MHL,1995,92
Marshall Islands,MHL,1996,92
Marshall Islands,MHL,1997,92
Marshall Islands,MHL,1998,92
Marshall Islands,MHL,1999,93
Marshall Islands,MHL,2000,93
Marshall Islands,MHL,2001,92
Marshall Islands,MHL,2002,92
Marshall Islands,MHL,2003,92
Marshall Islands,MHL,2004,91
Marshall Islands,MHL,2005,90
Marshall Islands,MHL,2006,87
Marshall Islands,MHL,2007,86
Marshall Islands,MHL,2008,82
Marshall Islands,MHL,2009,80
Marshall Islands,MHL,2010,76
Marshall Islands,MHL,2011,72
Marshall Islands,MHL,2012,68
Marshall Islands,MHL,2013,64
Marshall Islands,MHL,2014,58
Mauritania,MRT,1990,10336
Mauritania,MRT,1991,10429
Mauritania,MRT,1992,10597
Mauritania,MRT,1993,10929
Mauritania,MRT,1994,11248
Mauritania,MRT,1995,11474
Mauritania,MRT,1996,11581
Mauritania,MRT,1997,11537
Mauritania,MRT,1998,11433
Mauritania,MRT,1999,11279
Mauritania,MRT,2000,11044
Mauritania,MRT,2001,10734
Mauritania,MRT,2002,10347
Mauritania,MRT,2003,9904
Mauritania,MRT,2004,9493
Mauritania,MRT,2005,9127
Mauritania,MRT,2006,8821
Mauritania,MRT,2007,8564
Mauritania,MRT,2008,8377
Mauritania,MRT,2009,8221
Mauritania,MRT,2010,8112
Mauritania,MRT,2011,8048
Mauritania,MRT,2012,8008
Mauritania,MRT,2013,7950
Mauritania,MRT,2014,7866
Mauritius,MUS,1990,586
Mauritius,MUS,1991,564
Mauritius,MUS,1992,555
Mauritius,MUS,1993,556
Mauritius,MUS,1994,555
Mauritius,MUS,1995,553
Mauritius,MUS,1996,551
Mauritius,MUS,1997,537
Mauritius,MUS,1998,500
Mauritius,MUS,1999,473
Mauritius,MUS,2000,448
Mauritius,MUS,2001,412
Mauritius,MUS,2002,391
Mauritius,MUS,2003,377
Mauritius,MUS,2004,367
Mauritius,MUS,2005,358
Mauritius,MUS,2006,340
Mauritius,MUS,2007,321
Mauritius,MUS,2008,304
Mauritius,MUS,2009,286
Mauritius,MUS,2010,276
Mauritius,MUS,2011,271
Mauritius,MUS,2012,268
Mauritius,MUS,2013,256
Mauritius,MUS,2014,245
Mexico,MEX,1990,119142
Mexico,MEX,1991,113571
Mexico,MEX,1992,108665
Mexico,MEX,1993,104015
Mexico,MEX,1994,99300
Mexico,MEX,1995,94564
Mexico,MEX,1996,89997
Mexico,MEX,1997,85458
Mexico,MEX,1998,81156
Mexico,MEX,1999,77525
Mexico,MEX,2000,74200
Mexico,MEX,2001,70902
Mexico,MEX,2002,67776
Mexico,MEX,2003,64899
Mexico,MEX,2004,62247
Mexico,MEX,2005,59787
Mexico,MEX,2006,57495
Mexico,MEX,2007,55385
Mexico,MEX,2008,53476
Mexico,MEX,2009,51667
Mexico,MEX,2010,49927
Mexico,MEX,2011,48368
Mexico,MEX,2012,46886
Mexico,MEX,2013,45367
Mexico,MEX,2014,43579
Micronesia (country),FSM,1990,191
Micronesia (country),FSM,1991,187
Micronesia (country),FSM,1992,184
Micronesia (country),FSM,1993,185
Micronesia (country),FSM,1994,184
Micronesia (country),FSM,1995,182
Micronesia (country),FSM,1996,180
Micronesia (country),FSM,1997,176
Micronesia (country),FSM,1998,171
